base,params,exp,teacher,n_examples,repeat,max_tokens,step,benchmark,mean,std,n_seeds,wandb_run,created,state
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AIME25,0.0,0.0,10,6q810kaf,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AMC23,0.095,0.023,10,2rmchw0j,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,AMC23,0.095,0.023,10,6j2getzy,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,HMMT,0.0,0.0,10,hjcncgo8,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,HMMT,0.0,0.0,10,jc5c7u88,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,MATH500,0.2853,0.011,3,frv9mm4e,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,2,32768,159,MATH500,0.2853,0.011,3,3rf2y649,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AIME24,0.0033,0.0105,10,8s0de5np,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AIME24,0.0033,0.0105,10,bxyzrk8t,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AIME25,0.0,0.0,10,5s5oxfrs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AIME25,0.0,0.0,10,yl2mpr02,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AMC23,0.0675,0.0237,10,bmg8q606,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,AMC23,0.0675,0.0237,10,zb6r8jcm,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,HMMT,0.0,0.0,10,yudr4eua,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,HMMT,0.0,0.0,10,87d5r9gs,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,MATH500,0.2793,0.0121,3,w2ochnt7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,512,3,32768,159,MATH500,0.2793,0.0121,3,dzz0k6zz,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AIME24,0.0,0.0,10,3k82pep0,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AIME24,0.0,0.0,10,8172w0o3,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AIME25,0.0,0.0,10,660e4xhs,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AIME25,0.0,0.0,10,lmwxby1u,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AMC23,0.1025,0.0399,10,21u93eqf,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,AMC23,0.1025,0.0399,10,hb3bavxy,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,HMMT,0.0033,0.0105,10,0xvv5hbc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,HMMT,0.0033,0.0105,10,kkywbl8z,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,MATH500,0.228,0.0156,3,m3lsa3do,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,1,32768,159,MATH500,0.228,0.0156,3,ulz288p1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AIME24,0.0033,0.0105,10,rm5p3vuc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AIME24,0.0033,0.0105,10,u32e5c7i,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AIME25,0.0,0.0,10,fxrb9t66,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AIME25,0.0,0.0,10,sf006l0y,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AMC23,0.095,0.023,10,400dh92s,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,AMC23,0.095,0.023,10,qezfd07t,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,HMMT,0.0,0.0,10,h2gnhgx9,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,HMMT,0.0,0.0,10,s0anujty,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,MATH500,0.2753,0.0081,3,s5w7a6ro,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,2,32768,159,MATH500,0.2753,0.0081,3,nvd2r8ds,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AIME24,0.0,0.0,10,qytu2kt3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AIME24,0.0,0.0,10,eqf0nxi0,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AIME25,0.0,0.0,10,ee0hps4r,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AIME25,0.0,0.0,10,7w7aiqzc,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AMC23,0.1225,0.0249,10,sahbxoaj,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,AMC23,0.1225,0.0249,10,vvd4zqyl,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,HMMT,0.0,0.0,10,d2zrntaz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,HMMT,0.0,0.0,10,ftx0p4hg,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,MATH500,0.31,0.0174,3,sd6pou2m,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956m,qwen3-235b-thinking,1024,3,32768,159,MATH500,0.31,0.0174,3,1walmuh5,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AIME24,0.0033,0.0105,10,gznsmukn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AIME24,0.0033,0.0105,10,zob78u71,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AIME25,0.0,0.0,10,833n57in,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AIME25,0.0,0.0,10,mxwxjgi0,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AMC23,0.085,0.0211,10,8sg79xr6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,AMC23,0.085,0.0211,10,2yfjsd8q,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,HMMT,0.0,0.0,10,6tnopvs7,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,HMMT,0.0,0.0,10,h7hbdu6u,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,MATH500,0.3007,0.015,3,l6crcaf0,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,1,32768,79,MATH500,0.3007,0.015,3,nwxoar2z,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AIME24,0.0067,0.0141,10,6caia2eh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AIME24,0.0067,0.0141,10,chopiwfa,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AIME25,0.0,0.0,10,4i7q4bav,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AIME25,0.0,0.0,10,tmw74gc2,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AMC23,0.105,0.0453,10,zlsltpox,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,AMC23,0.105,0.0453,10,2wbw31li,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,HMMT,0.0,0.0,10,ax4g6r4h,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,HMMT,0.0,0.0,10,dzk1667s,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,MATH500,0.2733,0.0147,3,uzh8hbof,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,2,32768,79,MATH500,0.2733,0.0147,3,5mnhyydv,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AIME24,0.0067,0.0141,10,u7ln5ejw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AIME24,0.0067,0.0141,10,5xgvgjro,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AIME25,0.0,0.0,10,9u2f2bcc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AIME25,0.0,0.0,10,5h2c1kpg,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AMC23,0.12,0.0284,10,l6aqui9u,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,AMC23,0.12,0.0284,10,9miw8o28,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,HMMT,0.0,0.0,10,scztxj6x,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,HMMT,0.0,0.0,10,bexpzrib,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,MATH500,0.262,0.0212,3,7j4eu893,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,256,3,32768,79,MATH500,0.262,0.0212,3,xk5hedi4,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AIME24,0.0067,0.0141,10,arh1il3h,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AIME24,0.0067,0.0141,10,fvt7tqrn,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AIME25,0.0,0.0,10,qr8x5khe,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AIME25,0.0,0.0,10,ghy4p5ps,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AMC23,0.145,0.0387,10,k5giea98,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,AMC23,0.145,0.0387,10,5vag91ed,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,HMMT,0.0033,0.0105,10,rcpnb3sz,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,HMMT,0.0033,0.0105,10,sea8bt68,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,MATH500,0.332,0.0069,3,vo7crv5z,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,1,32768,159,MATH500,0.332,0.0069,3,xrm5i4l1,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AIME24,0.01,0.0161,10,t5d03lbv,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AIME24,0.01,0.0161,10,w710kdjr,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AIME25,0.0,0.0,10,iez6a2eg,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AIME25,0.0,0.0,10,s7lk0s58,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AMC23,0.1075,0.0374,10,oypoiecx,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,AMC23,0.1075,0.0374,10,68zut8d8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,HMMT,0.0,0.0,10,qfbgxqbu,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,HMMT,0.0,0.0,10,ymrh0dnu,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,MATH500,0.3253,0.0167,3,8w3mzowk,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,2,32768,159,MATH500,0.3253,0.0167,3,in47j97v,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AIME24,0.0167,0.0236,10,8afprhxd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AIME24,0.0167,0.0236,10,w62cxo94,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AIME25,0.0,0.0,10,2zagkwsv,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AIME25,0.0,0.0,10,197bp2nk,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AMC23,0.0925,0.0355,10,cslpx92h,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,AMC23,0.0925,0.0355,10,bi2lx3ta,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,HMMT,0.0033,0.0105,10,8n94cdrq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,HMMT,0.0033,0.0105,10,jyyljuy8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,MATH500,0.3273,0.0136,3,4g5carjw,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,512,3,32768,159,MATH500,0.3273,0.0136,3,bfyxnci3,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AIME24,0.0133,0.0172,10,ffxjmlbc,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AIME24,0.0133,0.0172,10,ipb4rsr8,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AIME25,0.0,0.0,10,76rlovm8,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AIME25,0.0,0.0,10,topqk9p4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AMC23,0.1825,0.0374,10,i2un6l47,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,AMC23,0.1825,0.0374,10,1rvh6rix,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,HMMT,0.0033,0.0105,10,eangggqn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,HMMT,0.0033,0.0105,10,8wjaerhr,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,MATH500,0.3907,0.0133,3,ydwn38a0,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,1,32768,159,MATH500,0.3907,0.0133,3,gkk8iozy,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AIME24,0.02,0.0233,10,m0hrwx3x,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AIME24,0.02,0.0233,10,oh2b39g7,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AIME25,0.0,0.0,10,1gteg5dd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AIME25,0.0,0.0,10,yo392me4,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AMC23,0.1625,0.0395,10,cawc5qum,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,AMC23,0.1625,0.0395,10,73jrjjav,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,HMMT,0.0,0.0,10,1vgws1ew,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,HMMT,0.0,0.0,10,iihg05sr,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,MATH500,0.3653,0.017,3,kiy6fio9,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,2,32768,159,MATH500,0.3653,0.017,3,1e6svzcw,2026-04-13,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AIME24,0.0033,0.0105,10,tmdd5jhk,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AIME24,0.0033,0.0105,10,ajk4jcbt,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AIME25,0.0,0.0,10,g85by4qn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AIME25,0.0,0.0,10,8jyq1que,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AMC23,0.1675,0.0237,10,afpwj4i6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,AMC23,0.1675,0.0237,10,kf1inx5y,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,HMMT,0.0,0.0,10,gue48ips,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,HMMT,0.0,0.0,10,ecpqxma1,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,MATH500,0.372,0.0151,3,eai3hdf3,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,1024,3,32768,159,MATH500,0.372,0.0151,3,ccds90vu,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AIME24,0.3,0.0471,10,a00jqayd,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AIME24,0.3,0.0471,10,qcxgyawh,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AIME25,0.2367,0.0508,10,z7q15xki,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AIME25,0.2367,0.0508,10,rtfpt6h6,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AMC23,0.6525,0.0448,10,ovdv3kys,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,AMC23,0.6525,0.0448,10,7fru4mz2,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,HMMT,0.1533,0.045,10,ymluma4b,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,HMMT,0.1533,0.045,10,j8i6jh0f,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,MATH500,0.7933,0.0031,3,jjg3xwy5,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,1,32768,1954,MATH500,0.7933,0.0031,3,wl1g614y,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,2,32768,1954,AIME24,0.3867,0.0549,10,8fq66ukb,2026-04-24,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,2,32768,1954,AIME25,0.3133,0.0592,10,wuuomaig,2026-04-24,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,2,32768,1954,AMC23,0.77,0.0511,10,hldc6q5b,2026-04-24,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,2,32768,1954,HMMT,0.2233,0.0387,10,l8agrqia,2026-04-24,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,2,32768,1954,MATH500,0.838,0.0104,3,5aegy60v,2026-04-24,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,3,32768,1954,AIME24,0.4067,0.0562,10,eukfa4ho,2026-04-26,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,3,32768,1954,AIME25,0.3267,0.0466,10,d9f7r1cy,2026-04-26,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,3,32768,1954,AMC23,0.7975,0.0463,10,4vubyvdq,2026-04-26,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,3,32768,1954,HMMT,0.2167,0.036,10,thh5ch64,2026-04-26,finished
marin-8b-base,8030000000.0,exp3956x,qwen3-30b-a3b-thinking,50000,3,32768,1954,MATH500,0.846,0.0092,3,ybqx7d3u,2026-04-26,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AIME24,0.0033,0.0105,10,fkpsyy7j,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AIME24,0.0033,0.0105,10,1b1hp2lj,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AIME25,0.0,0.0,10,96wcoi0c,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AIME25,0.0,0.0,10,8zenc5zo,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AMC23,0.0375,0.0177,10,xxr54jmq,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,AMC23,0.0375,0.0177,10,09fcbj96,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,HMMT,0.0,0.0,10,h2a5rksj,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,HMMT,0.0,0.0,10,af87tf7s,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,MATH500,0.1127,0.0023,3,uch17c7k,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,1,32768,79,MATH500,0.1127,0.0023,3,3ovlt8ee,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AIME24,0.02,0.0233,10,wukvsths,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AIME24,0.02,0.0233,10,1rpdppxh,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AIME25,0.0,0.0,10,ia5390w1,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AIME25,0.0,0.0,10,0ig6ssh4,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AMC23,0.125,0.0289,10,4wezs6ko,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,AMC23,0.125,0.0289,10,ye4ahn1r,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,HMMT,0.0,0.0,10,fahac2gn,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,HMMT,0.0,0.0,10,zypdb5qx,2026-04-14,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,MATH500,0.256,0.0131,3,hgs3unq4,2026-04-22,finished
marin-8b-base,8030000000.0,exp3956w,qwen3-32b,256,2,32768,79,MATH500,0.256,0.0131,3,ew18xbf7,2026-04-14,finished
